,video_id,comment,sentiment_score,sentiment_label,positive_score,negative_score
53,rfscVS0vtbw,"I have to say...
i cant believe how good of a teacher you are.
ive been taking a cousera class for 4 MONTHS ITS SO BORING AND THE TEACHERS ARE SO UNRELATABLE THAT I QUIT AFTER 10 MINUTES.
THEY DONT EVEN FKIN EXPLAIN NEARLY AS GOOD AS YOU
I HAVE BEEN ON THIS FOR 30 MINUTES  AND ALREADY UNDERSTAND MORE. 
im actually interested in learning. its great to learn from someone young, like me, and relatable. omg thank you",0.8453,Positive,0.8453,
54,rfscVS0vtbw,"Hello Mike! I concur with the positive comments you have already received. You do not only claim that it is a beginners´ tutorial but you also stick to that promise. In the same vein, compared to lots of other Python tutorials, this course impresses me by its clarity, its focus, and the linking pins between the sections. While you do not spell out those linking pins too often, one can easily recognize them, when following closely. Towards the end, I would have placed the ""classes and objects"" section right next to the ""object functions"" section. This way, the class concept may become more comprehensible. All in all: very well done!",0.9547,Positive,0.9547,
55,rfscVS0vtbw,you are using python 3 but not using the f string? the f string makes it so much easier to add variables to a print statement,0.627,Positive,0.627,
56,rfscVS0vtbw,"2:30 What if I want  the secret word to be ""giraffe""  or "" sun"" or ""moon"" ?

How ?",0.168,Positive,0.168,
57,rfscVS0vtbw,I have a python programming final tomorrow and this helped soo much even after 5 years! Thanks so much man,0.4926,Positive,0.4926,
58,rfscVS0vtbw,33:32 it has only 14 characters😂,0.4404,Positive,0.4404,
59,rfscVS0vtbw,Hi every also don't forget to add python to path while installing python,0.1695,Positive,0.1695,
60,rfscVS0vtbw,banger course fr fr,0.0,Neutral,,
61,rfscVS0vtbw,Installation of PyCharm is different on windows.. what options do we need to enable if any?,0.0,Neutral,,
62,rfscVS0vtbw,can you make a video like this about ABAP? 😂,0.6597,Positive,0.6597,
63,rfscVS0vtbw,This tutorial is addictive. I started watching it and before i knew it i was 2hrs into it. Thanks so much @freecodecamp for a wonderful job.,0.765,Positive,0.765,
64,rfscVS0vtbw,"I'm stuck at 8:45. I keep getting ""can't open file"" and ""[Errno 2] No such file or directory"" when trying to print ""hello world"" in PyCharm. Does anyone know what I can do?",-0.4939,Negative,,-0.4939
65,rfscVS0vtbw,So guys please help me understand. If i create a object named a so self basically means a.name = name ?,0.7678,Positive,0.7678,
66,rfscVS0vtbw,"This garbage guy skips out all the important things in between the topics,, u ll have to spend more time watching another videos.. Avoid this garbage guy!",-0.1759,Negative,,-0.1759
67,rfscVS0vtbw,"This guy is garbage,, such a waste of time,, this garbage guy is something u guys need to avoid, if u value ur time",-0.3818,Negative,,-0.3818
68,rfscVS0vtbw,"I feel like spitting at this kids face,, he is so annoying ,, wasted my time on this video!",-0.6953,Negative,,-0.6953
69,rfscVS0vtbw,Listening to this in 2x speed 2 hours before my final lol,0.4215,Positive,0.4215,
70,gfDE2a7MKjA,It`s my first program of life,0.0,Neutral,,
71,gfDE2a7MKjA,Sir i study in 8th class is python language good for me or not please tell me,0.2354,Positive,0.2354,
72,gfDE2a7MKjA,"This is my first-ever code of life, a bundle of thanks and lots of love from Pakistan.",0.7964,Positive,0.7964,
73,gfDE2a7MKjA,"5:06:01 

name = input(""Enter you name\n"")
if(len(name) < 10):
        print(""it is less than 10"")
else:
        print(""It is greator than or equal to 10"")",0.0,Neutral,,
74,gfDE2a7MKjA,"4:33:36
Greator",0.0,Neutral,,
75,gfDE2a7MKjA,4:34:20 greater output,0.3612,Positive,0.3612,
76,gfDE2a7MKjA,Doing great sir🎉,0.7783,Positive,0.7783,
77,gfDE2a7MKjA,"5:05:15 
 name = input(""Enter your name:"")
count = len(name)

if (count<10):
    print(""small"")
else:
    print(""big"")",0.0,Neutral,,
78,gfDE2a7MKjA,I'm 10th class student and i am very interested in coding and i learn python ❤,0.8016,Positive,0.8016,
79,gfDE2a7MKjA,Thnx sir i don't have word to say about your experience and teaching way u are awasome ♥️,0.6369,Positive,0.6369,
80,gfDE2a7MKjA,Verry verry helpful Harry bhaiya,0.4215,Positive,0.4215,
81,gfDE2a7MKjA,"user_name = input(""Enter your user name: "")
user_name_without_space = user_name.replace("" "","""")

if len(user_name_without_space) == 10:
    print(""The length of user name is equals to 10"")
elif len(user_name_without_space) < 10:
    print(""The length of user name is less than than 10"")
elif len(user_name_without_space) > 10:
    print(""The length of user name is greater than than 10"")
else:
    print(""Please Enter a valid name "")",0.3612,Positive,0.3612,
82,gfDE2a7MKjA,3:19:26 we will use count,0.0,Neutral,,
83,gfDE2a7MKjA,"Sir, please make video on how to program any device with python😊",0.8074,Positive,0.8074,
84,gfDE2a7MKjA,BAHUT HI HELPFUL VIDEOS HAI BHAIYA HUM JAISE BACHO KE LIYE JO BADE INSTITUTE KI FEE AFFORD NAHI KAR SAKTE,0.4215,Positive,0.4215,
85,gfDE2a7MKjA,"Dear Harry, This Python course is nice! Thanks! ❤",0.9199,Positive,0.9199,
86,qwAFL1597eM,"Very helpful, and well organized! Thanks",0.8248,Positive,0.8248,
87,qwAFL1597eM,kindly post machine learning tutorial video sir,0.4939,Positive,0.4939,
88,qwAFL1597eM,"Hi Dave, can you tell me what formatter you are using in chapter 2? Much appreciated!",0.5562,Positive,0.5562,
89,qwAFL1597eM,for some reason i never win the rock paper scissors game,-0.4717,Negative,,-0.4717
90,qwAFL1597eM,At 20:30 I could not do shift + alt + down on my keyboard. It does not copy. Does anyone know what is the reason?  What should I do?,0.0,Neutral,,
91,qwAFL1597eM,"Great job Dave and thanks a lot. 
I have a question, I hope someone help me to understand the situation. For this code: names = [""Dave"", ""Sara"", ""John""]
action = [""codes"", ""eats"", ""sleeps""]
for name in names:
    for action in actions:
        print(name + "" "" + action + ""."" ) 
I got this report in the terminal: for action in actions:
                  ^^^^^^^
NameError: name 'actions' is not defined. Did you mean: 'action'?",0.9118,Positive,0.9118,
92,qwAFL1597eM,"I must be dumb: I cannot get format on save or type to work. I've installed two other formatters with no success. I know there's an answer but after many hours of googling, nothing yet.",-0.2614,Negative,,-0.2614
93,qwAFL1597eM,"You don't memorize computer science or any type of science.  You observe it, reason it and practice it.",0.0,Neutral,,
94,qwAFL1597eM,"Florian Dedovd's Python crash course is much better than this.  The guy started programming at age 9... very simple, humble and doesn't think of himself as a ""Genius!!!!!"" like Kylie Ying... .. yeah right my friends from Caltech will wipe her out in math, physics, chemistry and theoretical cs...",0.6083,Positive,0.6083,
95,qwAFL1597eM,how come when I do ctrl + s it doesn't auto format that error,-0.4019,Negative,,-0.4019
96,qwAFL1597eM,already in a 1h+ loop of trying to get a formatter to work. it might take me a few months to finish this at this point,0.0,Neutral,,
97,qwAFL1597eM,WHAT A TUTORIAL MAN!!,0.0,Neutral,,
98,qwAFL1597eM,I checked format on save and type but it didn't make any difference strangely,-0.1779,Negative,,-0.1779
99,qwAFL1597eM,Hi anyone having issues with format on save?,0.4939,Positive,0.4939,
100,qwAFL1597eM,I have tried installing the Formatter but it just doesn't work,0.0,Neutral,,
101,qwAFL1597eM,can somebody help me with this as i am trying from starting it doesnt show the $ sign in visual code it doesnt go in next line i dont know how to do this pls help,0.698,Positive,0.698,
102,m67-bOpOoPU,continue this course,0.0,Neutral,,
103,m67-bOpOoPU,Bro loop list la 8th question answer matum solunga bro🥺🥺,0.0,Neutral,,
104,m67-bOpOoPU,Bsc maths complete but it kulla poka mutiuma bro ?,0.0,Neutral,,
105,m67-bOpOoPU,Bro ellame super bro display tha onnum therila monitor clear illa bro,0.7579,Positive,0.7579,
106,m67-bOpOoPU,"Bro, what programming skills r required for a fresh front end developer as on date if they have 2 work in top global IT companies in 2024'?😊🙏?",0.8577,Positive,0.8577,
107,m67-bOpOoPU,"Nice, For The Best Part In The Listen To The Tutorial Listened In Your Channel, For The New Beginner's Study Sir. Thank You, Will Make My Submissively Work Quiet Easy.",0.886,Positive,0.886,
108,m67-bOpOoPU,Heal To Practice Pa. Thank  You. Still Just Now Practicing ..,0.3612,Positive,0.3612,
109,m67-bOpOoPU,Broo python la turtle graphics,0.0,Neutral,,
110,m67-bOpOoPU,Seriously worthu ❤💥,0.25,Positive,0.25,
111,m67-bOpOoPU,Thanks  a lot🙏. you are such a Great Teacher.🙏🙏🙏,0.7906,Positive,0.7906,
112,m67-bOpOoPU,Broo you're teaching skill will be awesome 👌👌👌,0.9702,Positive,0.9702,
113,m67-bOpOoPU,bro how to use Android studio,0.0,Neutral,,
114,m67-bOpOoPU,"Thank you Bro for this Most Valuable video. Your way of teaching and this video helping me to learn python fundamental quick and easily. Thank you once again.

Could you please upload example question (MS word) file.

Could you please prepare video for golang in Tamil",0.9392,Positive,0.9392,
115,m67-bOpOoPU,Bro intha video full ah paathaa pothuma bro and python developer aagalaama bro?,0.0,Neutral,,
116,t8pPdKYpowI,"If this course was helpful for you, please leave a thumbs up and subscribe to my channel 😊
►  If you want to learn more about DevOps Automation with Python: https://bit.ly/3q90KbI 🙌🏼
►  Best entry course for IT Beginners here: https://bit.ly/43gOF3f

Link to inventory spreadsheet file: https://gitlab.com/nanuchi/python-programming/-/tree/master/spreadsheet
Follow me on IG, for behind the scenes content 🤓: https://www.instagram.com/techworld_with_nana/

▬▬▬▬▬▬ S P E C I A L   O F F E R  🎉   ▬▬▬▬▬▬
Want to try PyCharm Professional Edition? JetBrains provided me with a 100% discount code! 🙂 
With ""PYCHARMFORDEVOPS"" you can try PyCharm Professional for 3-month!
►  Use this code at: https://www.jetbrains.com/store/redeem/
►  Valid until Jun 30, 2021

▬▬▬▬▬▬ T I M E S T A M P S ⏰  ▬▬▬▬▬▬
0:00 - Course Intro & Course Overview
2:53 - Introduction to Python
07:01 - Installation and Local Setup with PyCharm
14:10 - Write our first Python program
15:33 - Python IDE vs simple File Editor
19:04 - Strings and Number Data Types
30:11 - Variables in Python
39:33 - Encapsulate Logic with Functions
54:00 - Scope
59:50 - Accepting User Input
1:15:28 - Conditionals (if / else) and Boolean Data Type
1:44:18 - Error Handling with Try / Except
1:50:11 -  While Loops
2:02:43 - Lists and For Loops
2:21:51 - Thanks JetBrains!  
2:23:17 - Comments in Python
2:27:23 - Sets
2:38:31 - Built-In Functions
2:44:25 - Dictionary Data Type
3:01:32 - Modularize your project with Modules
3:20:09 - Project: Countdown App
3:40:27 - Packages, PyPI and pip
3:54:06 - Project: Automation with Python (Working with Spreadsheets)
4:44:02 - Object Oriented Programming: Classes and Objects
5:14:35 - Project: API Request to GitLab
5:30:23 - Wrap Up

▬▬▬▬▬▬ Courses & Ebooks & Bootcamp 🚀      ▬▬▬▬▬▬ 
► Become a DevOps Engineer - full educational program             👉🏼  https://bit.ly/3gEwf4V
► Udemy courses - get biggest discounts here                               👉🏼   http://bit.ly/2OgvzIO
► Kubernetes 101 - compact and easy-to-read ebook bundle      👉🏼   https://bit.ly/3mPIaiU",0.9756,Positive,0.9756,
117,t8pPdKYpowI,"I want to thank Nana for this. Not only have I learned a lot from her, but I also use her long recordings when I go to work to play at home to keep my dogs company till I get home with some non-stop jazz in the background.",0.6124,Positive,0.6124,
118,t8pPdKYpowI,"You are the best teacher, i have just started learning python and i feel like an expert, can i master all these in 8 weeks",0.7717,Positive,0.7717,
119,t8pPdKYpowI,"Thank you for sharing. I have found this most interesting, and I am hoping to learn python. You are a great instructor and also a very beautiful person.",0.9606,Positive,0.9606,
120,t8pPdKYpowI,Great Work!!! Very easy explanation 👌,0.9389,Positive,0.9389,
121,t8pPdKYpowI,Amazing Content and teaching but definitely not for complete beginners in programming <3 <3,0.928,Positive,0.928,
122,t8pPdKYpowI,I would say use an appropriate name for the file instead of repeating main.py since it makes a mess when taking notes,-0.3612,Negative,,-0.3612
123,t8pPdKYpowI,Great 👍 effort,0.6249,Positive,0.6249,
124,t8pPdKYpowI,Does this actually work?,0.0,Neutral,,
125,t8pPdKYpowI,great tutorial but the audio is too low,-0.0258,Neutral,,
126,t8pPdKYpowI,Today I completed this course. I enjoyed your unique perspective and instruction. I found this course to be educational and and easily digestible. Thank you for your time and contributions.,0.802,Positive,0.802,
127,t8pPdKYpowI,Dear ms. First thing first..thank you..I want to learn Python..my namr Xing..from Indonesia. Appreciate can assist me to learn Python. Appreciate,0.8074,Positive,0.8074,
128,t8pPdKYpowI,Thanks big time for changing my life!!!,0.5826,Positive,0.5826,
129,t8pPdKYpowI,I can say it is the best course for python aspirants. Nice and easy to follow.,0.872,Positive,0.872,
130,t8pPdKYpowI,"Hey, just give the certificate of completion to those who finished it because I just loved it :)
But, seriously.",0.34,Positive,0.34,
131,XKHEtdqhLK8,"*LET'S GET THIS VIDEO TO #1!*
_Like_ this video and leave a random _comment_ to *break the Youtube algorithm* 👊
I appreciate all of you ❤️

⭐️Time Stamps⭐️
#1 00:00:00​ Python tutorial for beginners 🐍
#2 00:05:57​ variables ✘
#3 00:17:38​ multiple assignment 🔠
#4 00:20:27​ string methods 〰️
#5 00:25:13​ type cast 💱
#6 00:30:14​ user input ⌨️
#7 00:36:50​ math functions 🧮
#8 00:40:58​ string slicing ✂️
#9 00:51:52​ if statements 🤔
#10 00:58:19​ logical operators 🔣
#11 01:04:03​ while loops 🔄
#12 01:07:31​ for loops ➰
#13 01:13:04​ nested loops ➿
#14 01:17:08 break continue pass ⛔
#15 01:21:06​ lists 🧾
#16 01:26:58​ 2D lists 📜
#17 01:30:47​ tuples 📄
#18 01:33:47​ sets 🍴
#19 01:40:03​ dictionaries 📖
#20 01:47:20​ indexing 📑
#21 01:53:23​ functions 📞
#22 02:02:03​ return statement 🔙
#23 02:04:51 keyword arguments 🔑
#24 02:07:09​ nested function calls 🖇️
#25 02:09:40​ variable scope 🔬
#26 02:13:23​ *args 📦
#27 02:16:58​ **kwargs 🎁
#28 02:21:17​ string format 💬
#29 02:33:22​ random numbers 🎲
#30 02:36:43​ exception handling ⚠️
#31 02:43:40 file detection 📁
#32 02:47:28​ read a file 🔍
#33 02:51:00​ write a file 📝
#34 02:53:45​ copy a file 🖨️
#35 02:57:05​ move a file 🗃️
#36 03:01:20​ delete a file 🗑️
#37 03:06:15​ modules 💌
#38 03:10:26 rock, paper, scissors game 🗿
#39 03:18:32​ quiz game 💯
#40 03:35:45​ Object Oriented Programming (OOP) 🐍
#41 03:45:06​ class variables 🚗
#42 03:48:54​ inheritance 👪
#43 03:55:30​ multilevel inheritance 👴
#44 03:58:32 multiple inheritance 👨‍👩‍👧‍👦
#45 04:01:49 method overriding 🙅
#46 04:04:14​ method chaining ⛓️
#47 04:08:08 super function 🦸
#48 04:12:09​ abstract classes 👻
#49 04:19:12 objects as arguments 🏍️
#50 04:23:20​ duck typing 🦆
#51 04:27:38 walrus operator 🦦
#52 04:31:45​ functions to variables 📛
#53 04:35:21​ higher order functions 👑
#54 04:41:06​ lambda λ
#55 04:45:44​ sort 🗄️
#56 04:53:22​ map 🗺️
#57 04:57:17​ filter 🍺
#58 05:00:10​ reduce ♻️
#59 05:04:54​ list comprehensions 📰
#60 05:10:54 dictionary comprehensions 🕮
#61 05:18:59​ zip function 🤐
#62 05:23:41​ if _name_ == '__main__' ❓
#63 05:29:21​ time module ⌚
#64 05:39:58​ threading 🧵
#65 05:53:31​ daemon threads 😈
#66 05:58:19​ multiprocessing ⚡
#67 06:07:15​ GUI windows 🖼️
#68 06:14:38​ labels 🏷️
#69 06:24:24​ buttons 🛎️
#70 06:30:44​ entrybox ⌨️
#71 06:40:15​ checkbox ✔️
#72 06:49:08​ radio buttons 🔘
#73 07:00:47​ scale 🌡️
#74 07:10:24​ listbox 📋
#75 07:24:41​ messagebox 💭
#76 07:37:17​ colorchooser 🎨
#77 07:43:10​ text area 📒
#78 07:48:38​ open a file (file dialog) 📁
#79 07:55:33​ save a file (file dialog) 💾
#80 08:05:17​ menubar 🧾
#81 08:15:23​ frames ⚰️
#82 08:21:30​ new windows 🗔
#83 08:25:32​ window tabs 📑
#84 08:30:52​ grid 🏢
#85 08:39:52​ progress bar 📊
#86 08:49:48​ canvas 🖍️
#87 09:01:18​ keyboard events ⌨️
#88 09:05:54​ mouse events 🖱️
#89 09:11:00​ drag & drop 👈
#90 09:18:18​ move images w/ keys 🏎️
#91 09:29:13​ animations 🛸
#92 09:41:31​ multiple animations 🎞️
#93 09:53:04​ clock program 🕒
#94 10:01:03​ send an email 📧
#95 10:07:37​ run with command prompt 👨‍💻
#96 10:09:53 pip 🏗️
#97 10:13:30​ py to exe 🏃
#98 10:17:13​ calculator program 🖩
#99 10:31:38​ text editor program ✏️
#100 11:05:51 tic tac toe game ⭕
#101 11:26:25​ snake game 🐍

🎮 GAMES & PROJECTS 🎮
03:10:26 rock, paper, scissors game 🗿
03:18:32​ quiz game 💯
09:53:04​ clock program 🕒
10:17:13​ calculator program 🖩
10:31:38​ text editor program ✏️
11:05:51 tic tac toe game ⭕
11:26:25​ snake game 🐍

Here's the link to the full playlist:

https://www.youtube.com/playlist?list...​

Code for each topic can be found pinned to each video's comments section",0.7621,Positive,0.7621,
132,XKHEtdqhLK8,New sub here where do you have in the comments the programs for this video?,0.0,Neutral,,
133,XKHEtdqhLK8,"Question: When I run the performance counter on the counter function in multiprocessing, it runs slow (which I expect) but it displays a large number like 261003.34... secs. Why? And is that normal??",0.6416,Positive,0.6416,
134,XKHEtdqhLK8,"i have a question for anyone watched this

is this course enough to be a python advanced?
and the same question for other courses",0.25,Positive,0.25,
135,XKHEtdqhLK8,"46:38 ,what if the input was Bro Codek . 
Indians!!??",0.0,Neutral,,
